id,name,area,experience,key_skills,description
128760629,Стажер Data Scientist (Classic ML),Москва,Нет опыта,"Python, SQL","Сейчас мы ищем стажеров в команду разработки и улучшения классических ML-моделей для прогнозирования заказов, нагрузки и оттока курьеров, персонализированных коммуникаций и скидок, а также оптимизации логистики. Стек технологий:   Разработка: Python, Git, FastAPI, GitLab, Docker, Prometheus, Grafana.   ML инфраструктура: JupyterHub, MLFlow, Airflow.   ML: Scikit-learn, XGBoost, LightGBM, CatBoost, Optuna/Hyperopt, SciPy.   Данные: SQL (PostgreSQL/ClickHouse/GreenPlum), S3, Polars, Pandas, NumPy.   Процессы: Jira, Confluence.   Обязательные навыки и знания:   Знания и умение работать с Python, ООП.   Умение работать с git.   Знания в области классического ML: линейная/логистическая регрессия, деревья решений, методы кластеризации, оптимизации, градиентный бустинг, различные виды лесов.   Знание каких-либо библиотек классического ML (Scikit-learn, XGBoost, LightGBM, CatBoost)   Понимание основных метрик качества моделей (accuracy, precision, recall, F1, ROC-AUC, RMSE, MAE) и методов валидации (кросс-валидация, train/test split).   Уверенное владение SQL и Python для анализа данных (Polars, Pandas, NumPy, JupyterHub).   Знание основ feature engineering, отбора признаков и работы с пропущенными значениями.   Навыки которые будут плюсом:   Знакомство с фреймворками для оптимизации гиперпараметров (Optuna, Hyperopt).   Базовое понимание концепций A/B-тестирования.   Обучение и инференс классических ML алгоритмов на GPU.   Прогнозирование временных рядов: декомпозиция, кросс-валидация во времени, базовые модели (AR, сглаживание).   Uplift-моделирование: понимание отличий от классификации, типы клиентов.   Рекомендательные системы: виды фидбека, базовые подходы (collaborative, content-based), метрики ранжирования (Precision@k, NDCG).   Оптимизация: базовые алгоритмы (жадные, графовые), понимание постановок задач.   Задачи: Улучшение текущих и end 2 end реализация новых рашений на классических ML моделях:   Сбор, постановка задачи разметки, предобработка, EDA данных, выбор offline/online метрик   Составление и согласование дизайна ML решения   Обучение классических ML моделей   Продуктовизация (пайплайны данных, перетренировка)   Процесс отбора на стажировку выглядит так:   резюме и короткая анкета в ответ;   тестовое задание объемом ~3 часа;   интервью с командой;   предложение работы.   Наши стажировки оплачиваемые, длятся 3 месяца или дольше, 30-40 рабочих часов в неделю в гибком графике. Вы будете постепенно включаться в реальные процессы разработки ML моделей: от выполнения небольших, хорошо структурированных задач, под присмотром опытного наставника до участия в обсуждении архитектуры и принятия решений. В конце стажировки сможете работать с проектами на уровне junior+ рDS, понимать бизнес-задачи и вносить осознанный вклад в развитие платформы."
128791669,Data Analyst (SME),Москва,От 1 года до 3 лет,"SQL, Python, Tableau, R, Power BI, Анализ требований, Анализ данных, Работа с большим объемом информации, Базы данных, Аналитические исследования, Tasks Tracking Sytems, Моделирование бизнес процессов, A/B тесты, Визуализация данных, Анализ бизнес-процессов","Чем предстоит заниматься:  Собирать и обрабатывать данные: ты будешь работать с различными источниками данных (базы данных, файлы, API и другие) и приводить их в порядок для дальнейшего анализа; Анализировать данные и находить важные закономерности: в твоей задаче — выявить ключевые тренды и связи, которые могут помочь продуктам и бизнесу расти. Ты применяешь статистику (например, A/B-тесты, анализ зависимостей и другие методы), чтобы понять, что работает, а что нужно улучшить; Делать данные понятными для всех: ты будешь создавать дашборды и визуализировать информацию, чтобы команда могла быстро понять ключевые метрики и результаты. Ты используешь инструменты вроде Tableau или Power BI, чтобы показать, как данные «рассказывают» историю; Предлагать решения и рекомендации: ты будешь делать выводы на основе анализа и предлагать идеи, как улучшить продукт и бизнес-процессы. Продуктовые команды будут прислушиваться к твоим предложениям, потому что ты понимаешь, какие данные приводят к результатам; Сотрудничать с другими командами: ты будешь работать не только с аналитиками, но и с продуктами, маркетологами, разработчиками. Важно, чтобы все понимали, что данные говорят о продукте и какие решения стоит принять; Автоматизировать процессы и создавать отчеты: ты будешь создавать регулярные отчеты и автоматизировать их, чтобы не тратить время на рутинные задачи и сфокусироваться на анализе и улучшении.  Что мы ждём от кандидата:  У тебя есть опыт работы с данными (не менее 2 лет), и ты умеешь работать с большими объемами информации; Ты уверенно владеешь SQL — без этого никак; Ты умеешь работать с Python (или R) и знаешь, как анализировать данные с помощью библиотек, таких как Pandas или NumPy; Ты хорошо разбираешься в статистике, умеешь проводить A/B-тесты и анализировать результаты; Знание Tableau или Power BI для визуализации данных — большой плюс; Ты умеешь объяснять сложные вещи простыми словами, чтобы вся команда могла понять выводы из твоего анализа.  Если ты хочешь влиять на развитие продуктов и помогать бизнесу расти через данные, ждем твое резюме! ​​​​​"
128771458,Product/Data Analyst,Москва,От 3 до 6 лет,"SQL, Python, A/B тесты","Ищем Data/Product Analyst, который хочет не просто считать цифры, а менять продукты. Если вы любите глубокий анализ, эксперименты и визуализацию данных — вам точно к нам! Что предстоит делать?  Проводить A/B-тесты и внедрять изменения, которые реально улучшают метрики. Превращать запросы бизнеса в аналитические задачи и проекты Искать уязвимые зоны и точки роста для продукта. Быть частью бизнес-команды, а не калькулятором на аутсорсе. Оптимизировать текущие отчёты и искать скрытые инсайты в данных.  Что ожидаем от вас?  3+ года опыта в Data/Product Analytics (с похожими задачами). Python + SQL на уровне, достаточном для анализа и автоматизации. Опыт с A/B-тестами. Базовое понимание ML — будет большим плюсом. Умение работать с большими данными и предлагать неочевидные решения.  Что предлагаем?  Полная занятость, но с гибким графиком (можно начинать день позже). Офис/гибрид в Москве/СПб — выбирайте удобный вариант. Возможность роста — в продуктовой компании с сильной аналитикой.  P.S. Это не просто «ещё одна вакансия». Здесь ждут человека, который любит данные и умеет превращать их в решения."
128786155,Аналитик по работе с данными / Младший Data Engineer,Санкт-Петербург,От 1 года до 3 лет,"Аналитическое мышление, Анализ требований, Финансовые показатели, A/B тесты, Бизнес-анализ, Формирование аналитической отчетности, Продуктовые метрики, Docker, Визуализация данных, Математическая статистика, Основы баз данных","Мы — медиабаинговая компания с собственной инфраструктурой, большим объёмом трафика и data-driven подходом: мы используем данные для быстрого роста, оптимизации процессов и принятия взвешенных решений. Объём данных в компании растёт, поэтому мы расширяем команду аналитики. Мы ищем человека, который обеспечит бесперебойную поставку корректных данных в дашборды, благодаря которым руководители следят за результатами, принимают решения и управляют компанией. Чем предстоит заниматься: – Контролировать автоматическую выгрузку данных, в случае сбоев и ошибок – устранять самостоятельно или передавать другим сотруднкиам – Выгружать данные из ряда сервисов вручную – Обрабатывать данные, дополнять и корректировать – Проверять и подтверждать корректность данных – Контролировать вывод данных в дашбордах По мере роста компетенций круг задач будет расти. В ближайший год на этой позиции предстоит: – Автоматизировать существующие ETL-процессы – Настраивать ETL-процессы и способы верификации для новых источников данных – Разрабатывать сопутствующие бизнес-процессы с участием сотрудников других отделов – Разрабатывать новые структуры данных – Разрабатывать новые дашборды компании Мы ждём, что ты:  – умеешь обрабатывать данные с помощью google sheets или excel – ранее собирал и консолидировал данные из разных источников для отчётов, дашбордов или последующего анализа – принимал участие в разработке форм регулярных отчётов для сотрудников или руководителей. Будет плюсом, если у тебя есть:  — базовые навыки python / mysql или JS / Apps Script — опыт выгрузки данных через API — опыт администрирования и развёртывания баз данных. Что мы предлагаем: — Руководителя и наставника, который поможет быстро прокачать твои навыки на реальных задачах — Возможность вырасти до мидла за 1-1,5 года — Рост ЗП при расширении круга задач — Комфортный офис рядом с метро Адмиралтейская Условия: — Формат: офис Санкт-Петербург, после испытательного возможен гибрид — График 5/2 c 9:00 до 18:00 — Оплачиваемые отпуска и больничные — Оплата от 60.000 руб, готовы обсуждать по результатам собеседования"
128784320,Bi аналитик (data engineer),Москва,От 1 года до 3 лет,"Анализ данных, СУБД, MS SQL, SQL, Big Data, Data Analysis, Python, SQL Server Profiler, Hadoop, Базы данных","Обязанности:  • Повышение качества данных во внутренних системах • Подготовка данных для BI-аналитики • Ad hoc задачи • Взаимодействие с другими структурными подразделениями по вопросам, связанным с техническим сопровождением проектов • Написание и доработка скриптов для решения типовых надзорных задач на Python и SQL  Требования: Аналогичный опыт работы. Необходимые теоретические знания SQL. Знание основ алгоритмов и структур данных, а также основ объектно-ориентированного программирования. Необходимые практические навыки:. Опыт разработки кода на языке Python (анализ данных, работа с базами данных, web-scraping) Построение SQL-запросов;  Уверенное знание стандартного офисного пакета MS Office. Опыт работы с СУБД для составления запросов на SQL. желательно, будет плюсом: знание экосистемы Hadoop;опыт использования PyCharm IDE, Jupyter , Notebook, git; Знание нотации BPMN,опыт работы в ПО Jira, Confluence.  Условия: Обсуждаются с успешным кандидатом Оклад плюс ежемесячная и годовая премия., премия к отпуску ДМС"
128790869,Data analyst / Аналитик данных (стажер),Нижний Новгород,Нет опыта,"Python, SQL, Power BI, Tableau, DataLens, Data Analysis, Big Data, Databases, Классическое машинное обучение, Математическая статистика, Статистика, Machine learning","Мы — российская аккредитованная ИТ-компания, четырехкратный обладатель премии «Работодатель года» по версии Habr. C 2007 года разрабатываем цифровые решения для b2b-клиентов. Мы работаем с топовыми российскими и иностранными компаниями и знаем, какие специалисты востребованы на рынке. Поэтому приглашаем вас стажировку Аналитик данных. Лучшие получат свою первую работу в ИТ! Ежегодно мы обучаем 900+ человек, 75% стажеров с первого раза проходят интервью на проекты. Требования:   знание основ статистики и математики;   глубокое знание SQL и умение эффективно работать с базами данных;   опыт использования инструментов бизнес-аналитики (Power BI, Tableau, Google Data Studio и др.);   владение языками программирования (Python, R) для анализа и визуализации данных;   навыки работы с большими объемами данных и их обработки (Big Data, ETL);   умение создавать информативные и наглядные визуальные отчеты;   критическое мышление и умение делать обоснованные выводы.  законченное высшее или среднее специальное профильное образование.  Что мы предлагаем?  платим стипендию; первая заработная плата от 90 000 RUB GROSS; даем доступ к корпоративной программе обучения; берем на работу лучших стажеров; поддержку опытного ментора во время стажировки и после выхода на проект; после выхода на проект регулярно пересматриваем и повышаем зарплату; официально устраиваем на работу; обеспечиваем классические IT-плюшки: офис в центре города, бесплатный английский, корпоративные ивенты, частичная компенсация стоимости спортивных абонементов.  Условия стажировки:  обучение 3-4 месяца 5 дней в неделю с 9:00 до 18:00 с перерывом на обед; изучение теории с еженедельными проверками изученного материала; практика на учебных проектах под руководством опытного техлида; подготовка к собеседованию и самопрезентации;  после старта на коммерческом проекте формат работы: гибридный в офисе ASTON до момента перехода на уровень М2 (3 дня/2 дня удаленно) / полное посещение офиса заказчика.   после старта на коммерческом проекте важна готовность к командировке в Санкт-Петербург или Москву.   Что делать, если знаний недостаточно?Приходите к нам на бесплатное онлайн-обучение ""Дата аналитик"".Для этого напишите в сопроводительном письме ""Обучение"". Требования к кандидатам:  законченное высшее или среднее специальное профильное образование; готовность пройти стажировку в компании ASTON.  Из чего состоит программа обучения?   онлайн-интенсив 1 месяц;   занятия проходят 2 раза в неделю, по вечерам 1-1,5 часа.;   вы изучаете теорию и отрабатываете ее с помощью практических заданий;   обучение на онлайн-интенсиве можно совмещать с работой;   Приходи в ASTON и расти вместе с нами!"
128787402,"Аналитик DWH/Analyst DWH Middle+ (Data Vault, GreenPlum, Hadoop)",Москва,От 3 до 6 лет,"Hadoop, SAS, Apache Spark, Apache Airflow, Python, Bash, Greenplum, Git","DZ Systems - группа компаний, основанная в 2005 году. Мы входим в реестр аккредитованных IT компаний.Созданные нами продукты давно и успешно используют крупные предприятия федерального значения. Наши ценности: качество продукта, своевременность реализации проектов, высокая адаптивность, юзабилити и забота о людях. Для нашего клиента в области телеком мы ищем системного аналитика уровня Middle+. Задачи: · Создание продуктовых витрин в архитектуре DataVault:· Анализ и исследование источников (оценка объемов, выявление инкрементов, уточнение бизнес-смысла данных и взаимосвязей);· Анализ данных в Hadoop и GreenPlum кластерах ;· Разработка спецификаций по загрузке DDS слоя. Описание трансформаций данных, схемы потоков данных, регламентов, маппингов S2T и определения критериев готовности;· Создание спецификаций для прототипов витрин слоя CDM и DM.· Проектирование структуры витрин· Детальная проработка требований по метрикам от заказчика. Уточнение и описание алгоритмов, их согласование. Мы ожидаем:- Опыт работы системным аналитиком не менее 3-х лет;- Знание и опыт работы со стеком:  SAS Hadoop Spark  Airflow  Python Понимание модели данных Data Vault Bash GreenPlum Git  Мы предлагаем:  Программу ""Кафетерий"" - наша забота о сотрудниках. Программа позволит компенсировать затраты на занятия спортом, английским языком и проф. обучение; English club, где можно пообщаться в теплой и веселой атмосфере и апгрейдить свой разговорный английский; Day-off - до 3-х дней оплачиваемого больничного без предоставления больничного листа;  Пересмотр заработной платы по итогам аттестации 2 раза в год.   Официальное оформление по ТК РФ с первого дня работы. (Варианты по ИП/ГПХ тоже рассматриваем).Уважаемые кандидаты!При отклике просьба указывать свои ЗП ожидания и телеграм для оперативной связи."
128784275,Стажер в команду Data-аналитики (non-food FMCG компания),Москва,От 1 года до 3 лет,"SQL, Power BI, Английский язык, Data Analysis, Business Analysis, Project management, Python, Работа с большим объемом информации","Обязанности: На программе будет две ротации: Data и IT BI. Data ротация: Разработка новых дашбордов (сбор бизнес-требований, разработка модели данных, подготовка функциональных спецификаций, визуализация в Power BI) Поддержка и развитие существующих отчетов/дашбордов Развитие понимания, как информационные продукты решают бизнес-задачи Принятие участия ы жизненном цикле разработки информационных продуктов Ротация в IT BI: Дизайн и разработка ETL Работа с решениями для корпоративных хранилищ данных Разработка и внедрение моделей данных/витрин данных Практическая разработка инструментов отчетности Автоматизация основных процессов управления данными Требования:  Возможность работать полный рабочий день Организованность и ответственность, высокая обучаемость, коммуникабельность Грамотная устная и письменная речь Знание программ MS Office (Excel, Word). Английский язык - Upper Intermediate  MS Power BI   Python   SQL   Confluence   Jira – task tracker   Что мы предлагаем:  Ежемесячный оклад в соответствии со стандартным пакетом стажера Компенсация питания в офисе Гибридный график работу (возможность работать из дома 2 дня в неделю), гибкий график прихода в офис Расширенный ДМС"
128763005,Стажер Data Scientist (CV),Москва,Нет опыта,"Python, SQL, Computer Vision","Сейчас мы ищем стажеров в передовые проекты по CV, включая анализ изображений (классификация, детекция, сегментация) и создание решений на основе генеративных моделей для визуального контента (генерация фона и теней, поворот объекта). Вам предстоит проводить исследования в области CV-моделей: оценивать их качество, адаптировать для работы с видео и развивать технологии модерации контента карточек, обеспечивая точность, надёжность и соответствие бизнес-требованиям. Стек технологий:   Разработка: Python, Git, FastAPI, GitLab, Docker, Prometheus, Grafana.   ML инфраструктура: JupyterHub, MLFlow, Airflow.   ML: PyTorch, Diffusers, Transformers, OpenCV, Albumentations, Scikit-learn.   Данные: SQL (PostgreSQL/ClickHouse/GreenPlum), S3, Polars, Pandas, NumPy.   Процессы: Jira, Confluence.   Обязательные навыки и знания:   Знания и умение работать с Python, ООП.   Умение работать с git.   Понимание основ нейронных сетей для CV: принципы работы свертки, фильтров, padding, pooling.   Знание ключевых архитектур: ResNet, YOLO, U-Net, Transformer-based и авторегрессивные модели.   Практический опыт работы с готовыми моделями (Stable Diffusion и аналоги) через библиотеки (Diffusers и аналоги).   Знание PyTorch, и опыт с каким-либо фреймворком обучения моделей для изображений.   Понимание процессов предобработки изображений.   Понимание метрик: Accuracy, mAP, IoU, FID, Inception Score, CLIP-score.   Навыки, которые будут плюсом:   Знакомство с Transfer Learning и Fine-Tuning.   Понимание задач сегментации vs детекции, знание архитектуры U-Net для сегментации.   Базовое знакомство с эффективным поиском эмбеддингов (FAISS, Elasticsearch).   Понимание принципов работы базовых генеративных моделей: GAN, VAE, Diffusion Models.   Знакомство с методами контроля генерации (текстовые промпты, ControlNet).   Задачи: Участие в полном цикле разработки решений в области компьютерного зрения:   Предобработка и аугментация изображений для обучения моделей.   Подбор, адаптация и обучение моделей для задач анализа (детекция, классификация) или генерации.   Оценка качества моделей с использованием релевантных метрик.   Помощь в интеграции моделей в пайплайны данных и создание демонстрационных прототипов.   Процесс отбора на стажировку выглядит так:   резюме и короткая анкета в ответ;   тестовое задание объемом ~3 часа;   интервью с командой;   предложение работы.   Наши стажировки оплачиваемые, длятся 3 месяца или дольше,  30-40 рабочих часов в неделю в гибком графике. Вы будете постепенно включаться в реальные процессы разработки ML моделей: от выполнения небольших, хорошо структурированных задач, под присмотром опытного наставника до участия в обсуждении архитектуры и принятия решений. В конце стажировки сможете работать с проектами на уровне junior+ DS, понимать бизнес-задачи и вносить осознанный вклад в развитие платформы."
128792907,"Data Analyst (Product, Marketing)",Санкт-Петербург,От 3 до 6 лет,"Python, A/B тесты, MS SQL, Маркетинговые метрики, Power BI, Продуктовые метрики","Привет! Мы — команда Горбилета, сервиса, который делает городскую культуру доступнее: экскурсии, туры, прогулки на корабликах, концерты, выставки, спектакли — всё в одном месте. Мы на рынке уже 10 лет и работаем в 35+ городах по всей России и за ее пределами. Наш сайт ежегодно посещают более 20 миллионов человек, мобильное приложение установили более 1,6 миллиона раз, а только за 2024 год мы продали свыше 1 миллиона билетов. Мы активно развиваем технологии и в прошлом году стали резидентом «Сколково». Мы уже многого достигли, теперь время для настоящих вызовов!Мы ищем человека, который готов разобраться в процессах - провести аудит и предложить крутые и эффективные технические решения в продуктовой и маркетинговой аналитике, пересмотреть процессы аллертинга и мониторинга, повысить эффективность и прозрачность работы. Чем предстоит заниматься: 1. Построение аналитики с нуля  Провести аудит текущих данных: базы, события, счётчики. Формировать витрины данных. Собирать и обогащать профиль пользователя.  2. Продуктовая и маркетинговая аналитика  Искать точки роста продукта и маркетинга на основе данных. Следить за изменениями ключевых метрик, объяснять аномалии.  3. Процессы и система  Участвовать в кросс-функциональных проектах с продуктом, маркетингом и разработкой. Настраивать сквозную аналитику между вебом и мобильными приложениями.  4. Эксперименты  Помогать в формулировке продуктовых и маркетинговых гипотез. Анализировать A/B-тесты и интерпретировать результаты.  Требования:   Опыт запуска аналитики с нуля.   Опыт в маркетинговой аналитике и атрибуции.   Работа с BI-инструментами (Tableau, Power BI и аналоги).   Опыт работы с Яндекс.Метрикой.   Базовые знания ML или опыт предиктивной аналитики.   Условия:   Работа в быстрорастущем продукте с реальными масштабами данных.   Возможность построить аналитику с нуля и стать ключевым человеком направления.   График 5/2, гибкое начало рабочего дня (с 9:00 до 11:00).   Гибридный формат после успешного прохождения испытательного срока.   Испытательный срок до 3 месяцев с полным окладом.  Уютный офис с террасой и потрясающим видом на крыши Петербурга и оживленную улицу, 1 минута от ст. м. Обводный канал, и 10 минут пешком от ст. м. Лиговский пр.  Молодая команда, общение на «ты», живой и честный рабочий микроклимат.   Бесплатные и льготные посещения мероприятий.   Обучения, конференции, корпоративы и подарки.   Видео с нашим офисом можно посмотреть здесь: https://disk.yandex.ru/i/36sIYgpIXptBHg"
